21,오렌지,오렌지의 힘을 가진 인형. 자주있는 보통의 요괴.  호전적이지는 않고 위험도도 낮다.
22,쿠루미,쿠루미의 힘을 가진 인형. 원래는 호수의 지킴이을 하고 있던 요괴라고 한다. 그래서인지 뭔가를 지키 려는 사명감에 불타는 것 같다.
23,엘리,엘리의 힘을 가진 인형. 큰 낫이 트레이드 마크. 잠시라도 싸우지 않으면 본래의 힘을 낼 수 없게되어 버리는 것 같다.
24,중보스,환상향 4면 중보스
25,유카,유카의 힘을 가진 인형. 꽃을 다루는 정도의 능력을가지고있다. 화나게 했을 때의 위험도는 매우 높지 만 접근해봤자 무해하다. 그러나 강한 인형을 보면 호전된다.
26,무게츠,무게츠의 힘을 가진 인형. 자신의 지역에 들어간 것에는 용서하지 않는다. 겐게츠 인형과 함께 한 사람의 실력을 한다는 소문이있다.
27,겐게츠,겐게츠의 힘을 가진 인형. 무게츠 인형과 함께 한  사람의 실력을 한다는 소문이 있지만 싸운 적이있는사람의 증언은 매우 강력하다고 한다.
28,중보스,괴기담 1면 중보스
29,사라,사라의 힘을 가진 인형. 마계로 이어지는 문의 문지기를 하고있다. 왠지 약해 보이는 경향이있다. 싸우는 것 자체는 좋은 것 같다.
30,루이즈,루이즈의 힘을 가진 인형. 차분한 성격이지만 마음 에 들지 않는 상대에게 적대감을 노출 할 수도있다.인간계의 것에 자주 관심을 가진다.
31,앨리스,앨리스 마가트로이드의 힘을 가진 인형. 마법을 다 루는 정도의 능력을 가지고있다. 인형을 사용한 마 법을 즐겨 쓴다. 매직 아이템을 수집하는 것을 좋아하는 것 같다.
32,유키,유키의 힘을 가진 인형. 마이 인형과 사이가 좋은  것 같다. 마이 인형이 당하면 진심을 내버리는 것  같다.
33,마이,마이의 힘을 가진 인형. 유키 인형과 사이가 좋은  것 같다. 유키 인형이 당하면 진심을 낼 것 같다.
34,중보스,괴기 담 5면 중보스
35,유메코,"유메코, 유메코의 힘을 가진 인형. 보이는대로의 제작에 주로 충실히 따른다. 마계에서 최강 클래스의 힘을 가지고 있다고 말한다."
36,신키,신키의 힘을 가진 인형. 마계의 신으로의 힘은 어느정도 발휘할 수 있는 것 같다. 인형의 상태에서 마 계의 주민을 준수 할 수 있는지 여부는 불명.
37,루미아,루미아의 힘을 가진 인형. 어둠을 다루는 정도의 능력을 가지고있다. 머리의 리본을 풀면 뭔가가 일어 난다. 인간을 발견하면 즉시 문다. 하지만 아프지 않다.
38,대요정,대요정의 힘을 가진 인형. 다른 요정 인형들보다 강한 힘을 가진다. 치르노의 인형과 함께 행동한다. 추격을 하면 순간이동을 하여 도망친다.
39,치르노,치르노의 힘을 가진 인형. 냉기를 다루는 정도의 능력을 가지고있다. 자주 얼음 덩어리를 사용하여 논 다. 지능이 다소 낮아 함정에 걸려 쉽다는 듯.
40,메이린,홍 메이린의 힘을 가진 인형. 기를 다루는 정도의  능력을 가지고있다. 평소에는 온화하지만 동료의 인형을 방어하면 대단한 힘을 발휘한다. 길가에서 볼 땐 대체로 자고있다.
41,소악마,소악마의 힘을 가진 인형. 일반 악마의 인형보다 다소 약하다. 주로 지저분한 방 정리 정돈을 한다. 파츄리 인형과 행동하는 경우가 많다.
42,파츄리,파츄리 노렛지의 힘을 가진 인형. 화+수+목+금+토+ 일+월을 다루는 정도의 능력을 가지고있다. 운동은 싫어하지만 다양한 마법을 사용한다.
43,사쿠야,이자요이 사쿠야의 힘을 가진 인형. 시간을 다루는 정도의 능력을 가지고있다. 실버 나이프를 무기로  싸운다. 레밀리아 인형에 종사하고있다.
44,레밀리아,레밀리아 스칼렛의 힘을 가진 인형. 운명을 조종하 는 정도의 능력을 가지고있다. 흡혈귀의 특성을 계 승하고 있으며 햇빛이 닿는 곳에는 없다. 인간의 피를 좋아하는듯.
45,플랑드르,플랑드르 스칼렛의 힘을 가진 인형. 온갖 것들을 파괴하는 정도의 능력을 가지고있다. 레밀리아 인형에적대감을 가질 수 있다.
46,레티,레티 화이트락의 힘을 가진 인형. 한기를 다루는 정도의 능력을 가지고있다. 추운 곳 또는 겨울 밖에  나타나지 않는다. 치르노의 인형과 사이가 좋다.
47,첸,첸의 힘을 가진 인형. 요술을 다루는 정도의 능력을가지고있다. 어쨌든 물이 골칫거리. 란의 인형을 찾아 각지에서 활동하고있다.
48,릴리,릴리 화이트의 힘을 가진 인형. 봄이 온 것을 알리 는 정도의 능력을 가지고있다. 봄을 전하기 위해 각지를 전전한다. 하얀색 이외의 옷도 가지고있다.
49,리리카,"리리카 프리즘리버의 힘을 가진 인형. 환상의 소리 를 연주하는 정도의 능력을 가지고있다. 손에 있는 건반 악기에서 즐겁게 연주하고있다. 루나사, 메를랑 인형과 항상 함께."
50,메를랑,"메를랑 프리즘리버의 힘을 가진 인형. 활기의 소리 를 연주하는 정도의 능력을 가지고있다. 강한 마력 을 트럼펫에서 방출한다. 루나사, 리리카 인형과 항상 함께."
51,루나사,"루나사 프리즘리버의 힘을 가진 인형. 우울의 소리 를 연주하는 정도의 능력을 가지고있다. 자신의 바 이올린이 힘의 근원. 메를랑, 리리카 인형과 항상 함께."
52,요우무,콘파쿠 요우무의 힘을 가진 인형. 검술을 다루는 정도의 능력을 가지고있다. 인형의 바로 옆에는 반령 이 따라 다닌다. 유유코의 인형을 지키도록 행동한다.
53,유유코,사이쿄우지 유유코의 힘을 가진 인형. 죽음을 다루 는 정도의 능력을 가지고있다. 짜증을 유발하면 능 력을 사용하며 날뛴다. 벚꽃 나무를 찾아 각지를 방황.
54,란,야쿠모 란의 힘을 가진 인형. 식신을 사용하는 정도의 능력을 가지고있다. 유카리 ??인형을 지키도록  행동한다. 다양한 식신을 거느리고 싸운다.
55,유카리,야쿠모 유카리의 능력을 가진 인형. 모든 경계를 다루는 정도의 능력을 가지고있다. 능력 때문에 신출 귀몰하기에 만나는 수는. 하루의 절반은 자며 보낸다.
56,렌코,우사미 렌코의 힘을 가진 인형. 별을 보는 것만으로지금의 시간이 알 수 있고 달을 본 것만으로 지금있는 장소를 알 수 있는 정도의 능력을 가지고있다. 메리의 인형과는 단짝.
57,메리,마에리베리 한의 힘을 가진 인형. 결계를 보는 정도의 능력을 가지고있다. 애칭은 메리. 렌코 인형과는단짝. 유카리과 뭔가 관계가 있을지도 모른다.
58,린노스케,모리치카 린노스케의 힘을 가진 인형. 알 수 없는 물건의 명칭과 용도를 알 정도의 능력을 가지고 있다. 다양한 아이템을 모아 인형들에게 팔고있다.
59,토키코,향림당에서 조용히 책을 읽고있는 인형. 내용을 이 해하는 것은 아니지만 어쨌든 책을 읽는다. 레이무 의 인형과는 사이가 나쁘다.
60,리글,리글·나이트버그의 힘을 가진 인형. 벌레를 다루는정도의 능력을 가지고있다. 환상향의 벌레와 의사  소통을 할 수 있다. 숲에서 벌레들과 놀고있다.
61,미스티아,미스티아·로렐라이의 힘을 가진 인형. 노래로 사람을 부르는 정도의 능력을 가지고있다. 목소리를 들 은 생물의 시야를 막을 수 있다. 단지 노래는 아이들에게 인기.
62,케이네,카미시라사와 케이네의 힘을 가진 인형. 역사를 먹 는 (숨기는) 정도의 능력과 역사를 만드는 정도의 능력. 보름달은 백택의 힘이 강해진다. 모코우 인형과 행동한다.
63,테위,이나바 테위의 능력을 가진 인형. 인간에게 행운을 주는 정도의 능력을 가지고있다. 주변 사람의 행운 도를 올릴 수있다. 요괴 효과는 없다. 미혹의 죽림을 방황하고있다.
64,우동게,레이센·우동게인·이나바의 능력을 가진 인형. 광 기를 조종하는 정도의 능력을 가지고있다. 붉게 된 눈을 본 생물은 미쳐 버린다. 귀가 떨어져있는 것도있다.
65,에이린,야고코로 에이린의 힘을 가진 인형. 모든 약을 만드는 정도의 능력을 가지고있다. 상처 입은 동물을 찾으면 약초를 나누어 준다. 죽림 속에서 뭔가를 숨기고있다.
66,카구야,호라이산 카구야의 힘을 가진 인형. 영원과 수유를 다루는 정도의 능력을 가지고있다. 난제라는 공세로싸운다. 에이린 인형에 의해 지켜지고있다.
67,모코우,후지와라노 모코우의 힘을 가진 인형. 불로불사하는정도의 능력을 가지고있다. 인간에게 위해를 가하는요괴는 용서하지 않는다. 카구야 인형과는 견원 지간.
68,스이카,이부키 스이카의 힘을 가진 인형. 밀도를 다루는 정도의 능력을 가지고있다. 하쿠레이 신사 주변에 흔 히 만취한 채로 있다. 레이무의 인형을 찾고 있다.
69,써니,써니 밀크의 힘을 가진 인형. 빛을 굴절시키는 정도의 능력을 가지고있다. 능력을 장난에 이용하고 있 지만 모습을 보이면 씩씩하게 도망쳐 버린다. 혼자있는 것보다 동료와 있는 편이 좋아.
70,루나차,루나 차일드의 힘을 가진 인형. 소리를 없에는 정도의 능력을 가지고있다. 낮보다 밤이되면 활발하게  활동한다. 주위가 시끄러운 때에 이용되는 경우가 많다.
71,스타,스타 사파이어의 힘을 가진 인형. 움직이는 물체의 기색을 탐구하는 정도의 능력을 가지고있다. 요정에서 비교적 성실한 성격. 술래잡기의 사천왕에 속할 정도.
72,메디슨,메디슨 멜랑콜리의 힘을 가진 인형. 독을 다루는 정도의 능력을 가지고있다. 항상 은방울 꽃밭에서 놀 고있다. 거리에 다니는 사람을 독으로 조종 할 수 있다.
73,아야,샤메이마루 아야의 힘을 가진 인형. 바람을 다루는 정도의 능력을 가지고있다. 어떤 인형보다 빠르다. 특종이 될만한 것을 찾으며 전단지의 뒷면에 쓰고있다.
74,코마치,오노즈카 코마치의 힘을 가진 인형. 거리를 다루는 정도의 능력을 가지고있다. 무엇이 있어도 마이페이스대로 행동한다. 삼도천이나 그 근처 의 거리에 돌아다니고다.
75,야마자나두,시키에이키·야마자나두의 힘을 가진 인형. 흑백을 구분하는 정도의 능력을 가지고있다. 인형들이 장난치고 있는 곳을 찾아 설교하고있다. 코마치 인형을 특히 어려워 하는듯.
76,아큐,히에다노 아큐의 힘을 가진 인형. 한번 본 것을 기 억 정도의 능력을 가지고있다. 눈앞에서 일어난 일 을 기록하고있다. 쓰여진 글자는 읽을 수 없다.
77,요리히메,와타츠키노 요리히메의 힘을 가진 인형. 신령 대신 이 되는 정도의 능력을 가지고있다. 성실한 성격으 로 매우 높은 전투 능력을 가진다. 토요히메 인형에게 왠진 모르겠지만 엄격한 태도를 취한다.
78,토요히메,와타츠키노 토요히메의 힘을 가진 인형. 바다와 산 을 연결하는 정도의 능력을 가지고있다. 대범하고  의젓한 성격이지만 능력은 높다. 복숭아와 수다를 좋아하는 것 같다.
79,달토끼,달토끼의 힘을 가진 인형. 단체로의 실력은 거기까 지 아니지만 수가 모이면 불쾌하다. 달토끼 인형끼 리는 원거리에서도 대화할 수 있다.
80,시즈하,아키 시즈하의 힘을 가진 인형. 단풍을 담당하는 정도의 능력을 가지고있다. 단풍을 찾으면 기뻐한다. 추우면 활동이 저하된다.
81,미노리코,아키 미노리코의 힘을 가진 인형. 풍요를 관장하는 정도의 능력을 가지고있다. 그 몸에서 과일의 달콤 한 향기가 난다. 작물의 성장을 촉진하는 효과가있는 것으로 알려져있다.
82,히나,카기야마 히나의 힘을 가진 인형. 액을 모아 두는  정도의 능력을 가지고있다. 최근 불행한 일이 있었 던 사람에게 추천. 강에 흘려 보내면 좋을 수 있다고 말한다.
83,니토리,카와시로 니토리의 힘을 가진 인형. 물을 다루는 정도의 능력을 가지고있다. 물건을 분해하는 것을 좋 아한다. 공구 세트를 가지고 있기 때문에 여행할 때 동행하면 편리히다.
84,모미지,이누바시리리 모미지의 힘을 가진 인형. 천리 앞을 내다 보는 정도의 능력을 가지고있다. 말을 잘 듣고 취급하기 쉽다. 위험 감지도 해 준다.
85,사나에,코치야 사나에의 힘을 가진 인형. 기적을 일으키는 정도의 능력을 가지고있다. 성실한 성격이지만 융통성이 없기도. 뱀과 개구리가 좋아.
86,카나코,야사카 카나코의 힘을 가진 인형. 건을 창조하는 정도의 능력을 가지고있다. 하지만 인형이므로 주위의 몇 미터의 지형에 영향을주는 정도의 규모다. 의외로 상냥한.
87,스와코,모리야 스와코의 힘을 가진 인형. 곤을 창조하는 정도의 능력을 가지고있다. 개구리를 좋아하고 함께  놀며 기뻐한다. 기본적으로 온화한 성격이지만 어딘가 불쾌하다. 붉게 빛나기 시작하면 요주의.
88,이쿠,나가에 이쿠의 힘을 가진 인형. 공기를 읽는 정도의능력을 가지고있다. 느긋한 외형뿐만 아니라 성격도온화. 용의 말을 듣는 것으로 알려져있다.
89,텐시,히나나위 텐시의 힘을 가진 인형. 대지를 조종하는 정도의 능력을 가지고있다. 좁은 범위이지만 지진을일으키거나 지반을 조종 할 수도있다. 멋대로인 성격으로 말을 듣지 않는 경우도 많다.
90,키스메,키스메의 힘을 가진 인형. 두레박을 떨어 뜨리는 정도의 능력을 가지고있다. 좁은 곳을 좋아하고 사람 들 앞에 나오기에 골칫거리. 데리고 다닐 때 갑자기 사라지면 머리를 보호하자.
91,야마메,쿠로다니 야마메의 힘을 가진 인형. 질병을 다루는 정도의 능력을 가지고있다. 조종 질병의 정체는 아 직도 수수께끼가 많다. 성격은 밝고 호전적.
92,파르시,미즈하시 파르시의 힘을 가진 인형. 질투심을 조종 하는 정도의 능력을 가지고있다. 질투 네덜란드 쉽 다. 몰고 다니는 때는주의.
93,유기,호시구마 유우기.의 힘을 가진 인형. 괴력난신을 부리는 정도의 능력을 가지고있다. 손에는 항상 술을 가지고 있지만 인형이라 마시는 지는 불명. 힘 겨루기가 좋아.
94,사토리,코메이지 사토리의 힘을 가진 인형. 마음을 읽는 정도의 능력을 가지고있다. 마음이 읽을 수 있어도 인형이므로 의사 전달에는 한계가 있다. 동물을 사랑하기 때문에 동행할 때는 맹수 출몰주의.
95,오린,카엔뵤 린의 힘을 가진 인형. 시체를 나르는 정도의능력을 가지고있다. 작은 동물의 시체를 모으는 습 성이있다. 시체와 영혼과의 의사 소통이 가능한 것으로 알려져있다.
96,오쿠,레이우지 우츠호의 힘을 가진 인형. 핵융합을 다루 는 정도의 능력을 가지고있다. 인형이기 때문에 큰 에너지는 취급 할 수 없다. 생각보다 약하고 눈을 떼면 어떻게 해야한지 몰라한다.
97,코이시,코메이지 코이시을 가진 인형. 무의식을 조종하는  정도의 능력을 가지고있다. 정신을 차려 보니 감쪽 같이 사라졌다는 보고가 많이있다. 보인 것조차 잊어 버리는 경우도 많다.
98,나즈린,나즈린의 힘을 가진 인형. 찾는 물건을 찾아내는 정도의 능력을 가지고있다. 원하는 것을 찾을 줄 수  있어 분실물이 많은 사람에 보탬이된다. 싸우는 것보다는 도망 치는 것이 특기.
99,코가사,타타라 코가사의 힘을 가진 인형. 인간을 놀라게 하는 정도의 능력을 가지고있다. 사람을 놀라게하는  것을 좋아하고 당돌하게 나타난다. 우산을 열면 날라간다는 보고도.
100,이치린&운잔,쿠모이 이치린의 힘을 가진 인형. 뉴도를 사용하는 정도의 능력을 가지고있다. 성실한 성격으로 주인의말을 잘 듣는다. 이치린와 운잔을 별도로 취급 할 수없는 것 같다.
101,무라사,무라사 미나미츠의 힘을 가진 인형. 인명 사고를 일으킬 정도의 능력을 가지고있다. 배를 좋아하고 보 는 것만으로도 기뻐한다. 그러나 함께 탄 배가 전복한다는 소문도있다.
102,쇼,"토라마루 쇼의 힘을 가진 인형. 보물이 모이는 정도의 능력을 가지고있다. 기본적으로 냉정, 침착, 우 수한 인형. 그러나 물건을 잃어버린 쉽기 때문에 쇼에게 물건을 맡길 때는 주의가 필요하다."
103,히지리,히지리 뱌쿠렌의 힘을 가진 인형. 마법을 사용하는 정도의 능력을 가지고있다. 법력에 의해 인형이라고는 생각되지 않을 정도의 힘을 낼 수있다. 인간이 바탕으로 된 인형이지만 요괴와는 사이가 좋다.
104,누에,호쥬 누에의 힘을 가진 인형. 정체를 알 수 없게 만드는 정도의 능력을 가지고있다. 지금 보고 있는 인형의 모습이 본래의 것인지 확인 방법은 없다. 뭔가 방해 될 수도 있지만 받아 들일 것이 중요.
105,하타테,히메카이도 하타테의 힘을 가진 인형. 염사를 하는 정도의 능력을 가지고있다. 아야 인형과 경쟁하고있다. 미니 휴대용 카메라로 염사를 하기 위해 야외로 나오려고하지 않는다.
106,카센,이바라키 카센의 힘을 가진 인형. 동물을 길들이는 능력을 가진다. 설교를 좋아해 하쿠레이 신사에 자 주 나타나 고마운 말씀을 해 준다. 항상 뭔가 먹고있다.
107,쿄코,카소다니 쿄코의 힘을 가진 인형. 소리를 반사시키 는 정도의 능력을 가지고있다. 같은 말을 여러 번 반복한다. 미스티아 인형과 함께 노래하고 있다.
108,요시카,미야코 요시카의 힘을 가진 인형. 무엇이든 먹는 정도의 능력을 가지고있다. 관절이 구부러지지 않기  때문에 톡톡 튀듯이 이동한다. 곽청아 인형과 잘 유연 체조를하고있다.
109,곽청아,곽청아의 힘을 가진 인형. 벽을 통과하는 정도의 능력을 가지고있다. 성격은 아첨에도 좋다고는 말할  수 없으며 속는 일도 자주있다. 죽은 척이 특기.
110,토지코,소가노 토지코의 힘을 가진 인형. 번개를 일으키는 정도의 능력을 가지고있다. 영혼처럼 푹신 푹신 떠 있다. 후토 인형과 함께 행동하는 경우가 많다. 해 자마자 해요.
111,후토,모노노베노 후토의 힘을 가진 인형. 풍수를 다루는 정도의 능력을 가지고있다. 무녀의 인형을 찾아 돌 고있다. 접시를보고는 나누어있다. 시체 자동 오래된 인형과 함께 행동하는 경우가 많다.
112,미코,토요사토미미노 미코의 힘을 가진 인형. 여러 명의 이야기를 동시에들을 수있는 정도의 능력을 가지고 있다. 얘기하고자 하는 것을 단단히 짐작할 수 있다. 영리한 인형. 도교의 힘에 의해 보통의 인형과는 비교도되지 않는 힘을 낼 수 있다.
113,마미조,후타츠이와 마미조의 힘을 가진 인형. 둔갑시키는  정도의 능력을 가지고있다. 자주 변신하므로 그 때 는 웃어 넘어가는 것이 좋다. 전투 자체는 거기까지 이익이라고하는 것은 아닌 것 같다.
114,코스즈,모토오리 코스즈의 힘을 가진 인형. 보통 사람은 읽을 수 없는 책을 읽을 수 있는 능력을 가진다. 타의추종을 불허하는 요마책 수집가이며 요마본 일이되면 주위가 보이지 않게되어 버린다.
115,코코로,하타노 코코로의 힘을 가진 인형. 감정을 다루는  정도의 능력을 가지고있다. 가면을 바꿔 감정을 변 화시킨다. 평소 감정을 잘 드러내지 않지만 균형이 무너지면 감정이 폭주한다.
116,와카사기히메,와카사기 히메의 힘을 가진 인형. 수중에서 힘이  증가하는 정도의 능력을 가지고있다. 예쁜 돌을 모으 는 것을 좋아하고 돌을 주면 답례로  아름다운 목소리로 노래를 피로 해 준다.
117,세키반키,세키반키의 힘을 가진 인형. 목을 날리는 정도의 능력을 가지고있다. 목을 날려 사람을 깜짝 놀라게하 는 것이 자신 있지만 너무 날려서 자주 머리를 부딪쳐 버린다. 그만해라.
118,카게로,이마이즈미 카게로의 힘을 가진 인형. 보름달에 늑 대로 변신하는 정도의 능력을 가지고있다. 예쁜 머 리가 자랑. 청소는 빠뜨리지 않는다. 보름달 밤에 털이 나는 것을 걱정하고있다.
119,벤벤,츠쿠모 벤벤의 힘을 가진 인형. 스스로 소리를 발하고 연주 할 수 있는 정도의 능력을 가지고 있다. 비파 츠쿠모가미이며 속도감있는 직선적 인 노래를 좋아한다. 야츠하시 인형과 경쟁하고 있다.
120,야츠하시,츠쿠모 야츠하시의 힘을 가진 인형. 스스로 소리를 발하고 연주 할 수 있는 정도의 능력을 가지고있다.거문고 츠쿠모가미미이며 느긋한 노래를 좋아한다. 벤벤 인형과 경쟁하고 있다.
121,세이자,키진 세이자의 힘을 가진 인형. 뭐든지 뒤집어 버리는 정도의 능력을 가지고있다. 거짓말을 하거나 사 람이 싫어하는 일을 즐기는 지저분한 인형. 비뚤어 진 성격 때문에 반대의 일을 보면 좋을지도 모른다.
122,신묘마루,스쿠나 신묘마루의 힘을 가진 인형. 요술 망치를 다루는 정도의 능력을 가지고있다. 가지고 있는 요술 망치로 소원을 이룰 수 있지만 작기 때문에 별 볼일 없다.
123,라이코,호리카와 라이코의 힘을 가진 인형. 무엇이든 리듬 을 타게 하는 정도의 능력을 가지고있다. 텐션이 올라가면 번개가 나올 정도의 비트를 치기 때문에 가까워지면 위험. 원래가 일본 북이므로 두드려 주면 기뻐하지만 너무 두드리지 않도록 조심.
124,스미레코,우사미 스미레코의 힘을 가진 인형. 텔레키네시스를 사용하는 정도의 능력을 가지고있다. 팬더자동차와 총이 있다. 다른 인형들과 다르기때매 서로 엮이는 일이 없는듯 하다.
125,세이란,세이란의 힘을 가진 인형. 다른 차원에서 탄막을 쏘는 정도의 능력을 가지고있다. 특수 임무에 재능이 있는듯 하다. RPS는 잘 못하는듯 하다, 그래서 잡일을 맡아서 하게됬다. 휴식중 당고를 동료와 나눠먹는다.
126,링고,링고의 힘을 가진 인형. 당고를 먹으면 강해지는 정도의 능력을 가지고있다. 지상의 물건에 호기심이 많다. 항상 당고를 먹고있다. 세이란 인형과 같이 있는게 자주 목격된다.
127,도레미,도레미 스위트의 힘을 가진 인형. 꿈을 창조하거나 먹는 정도의 능력을 가지고있다. 평소엔 꿈의 세계에 살고있다, 좋은 성격을 가지고 있다. 당신의 베게 뒤에서 당신의 악몽을 먹으며 있을수도 있다.
128,사구메,키진 사구메의 힘을 가진 인형. 말하는것을 뒤집어 일어나게하는 정도의 능력을 가지고있다. 꽤나 똑똑하다. 능력때문에 항상 조용하다, 하지만 언제던 상황이 뒤집혀도 괜찮을때는 시끄러운편.
129,작을라운피스,클라운 피스의 힘을 가진 인형. 사람을 미치게 하는 정도의 능력을 가지고있다. 지옥과 달 위에 출현한다. 순호와 헤카티아 인형과 같이 있는게 자주 목격된다. 지능은 낮지만, 텐션은 높다.
130,순호,순호의 힘을 가진 인형. 무엇이던 정화시키는 정도의 능력을 가지고있다. 달과 관련된 인형들을 싫어한다, 하지만 우동게 인형은 좋아한다. 원한이 정화된 이후로, 그것의 일부인사람들은 위험해졌다.
131,헤카티아,헤카티아 라피스라줄리의 힘을 가진 인형. 3개의 몸을 가지는 정도의 능력을 가지고있다. 전쟁을 좋아하고 이상한 티셔츠를 입고있다. 순호와 작을라운피스 인형와 같이 있는게 자주 목격된다.
132,Doll132,
133,Doll133,
134,Doll134,
135,Doll135,
136,Doll136,
137,Doll137,
138,Doll138,
139,Doll139,
140,Doll140,
141,Doll141,
142,Doll142,
143,Doll143,
144,Doll144,
145,Doll145,
146,Doll146,
147,Doll147,
148,Doll148,
149,Doll149,
150,Doll150,
151,Doll151,
152,Doll152,
153,Doll153,
154,Doll154,
155,Doll155,
156,Doll156,
157,Doll157,
158,Doll158,
159,Doll159,
160,Doll160,
161,Doll161,
162,Doll162,
163,Doll163,
164,Doll164,
165,Doll165,
166,Doll166,
167,Doll167,
168,Doll168,
169,Doll169,
170,Doll170,
171,Doll171,
172,Doll172,
173,Doll173,
174,Doll174,
175,Doll175,
176,Doll176,
177,Doll177,
178,Doll178,
179,Doll179,
180,Doll180,
181,Doll181,
182,Doll182,
183,Doll183,
184,Doll184,
185,Doll185,
186,Doll186,
187,Doll187,
188,Doll188,
189,Doll189,
190,Doll190,
191,Doll191,
192,Doll192,
193,Doll193,
194,Doll194,
195,Doll195,
196,Doll196,
197,Doll197,
198,Doll198,
199,Doll199,
200,Doll200,
201,Doll201,
202,Doll202,
203,Doll203,
204,Doll204,
205,Doll205,
206,Doll206,
207,Doll207,
208,Doll208,
209,Doll209,
210,Doll210,
211,Doll211,
212,Doll212,
213,Doll213,
214,Doll214,
215,Doll215,
216,Doll216,
217,Doll217,
218,Doll218,
219,Doll219,
220,Doll220,
221,Doll221,
222,Doll222,
223,Doll223,
224,Doll224,
225,Doll225,
226,Doll226,
227,Doll227,
228,Doll228,
229,Doll229,
230,Doll230,
231,Doll231,
232,Doll232,
233,Doll233,
234,Doll234,
235,Doll235,
236,Doll236,
237,Doll237,
238,Doll238,
239,Doll239,
240,Doll240,
241,Doll241,
242,Doll242,
243,Doll243,
244,Doll244,
245,Doll245,
246,Doll246,
247,Doll247,
248,Doll248,
249,Doll249,
250,Doll250,
251,Doll251,
252,Doll252,
253,Doll253,
254,Doll254,
255,Doll255,
256,Doll256,
257,Doll257,
258,Doll258,
259,Doll259,
