99,ＡＢＬ０９９,없음.
100,기질발현「나기」,전투에 나가면 기상이 나기가 된다.
101,기질발현「극광」,전투에 나가면 기상이 극광이 된다.
102,기질발현「농무」,전투에 나가면 기상이 농무가 된다.
103,기질발현「황사」,전투에 나가면 기상이 황사가 된다.
104,모래 엄폐,기상: 황사일 때 상대의 스킬을 회피하기 쉬워진다. 또한 황사의 피해를 받지 않는다.
105,모래 진공,기상: 황사일 때 자신의 집탄이 1.3배가 된다. 또한 황사의 피해를 받지 않는다.
106,모래 선풍,기상: 황사일 때 자신의 준민이 2배가 된다. 또한 황사의 피해를 받지 않는다.
107,섬광,기상: 극광일 때 자신의 준민이 2배가 된다.
108,오로라의 은혜,기상: 극광일 때 산방이 1.5배가 되고 매턴 HP를 회복한다.
109,빛의 커튼,기상: 극광일 때 혼란 상태가 되지 않고 턴 종료시 상태이상을 회복한다.
110,무중행,기상: 농무일 때 자신의 준민이 2배가 된다.
111,기습전법,기상: 농무일 때 자신의 산탄이 1.5배가 되지만 매턴 대미지를 받는다.
112,안개숨기,기상: 농무일 때 상대의 스킬을 회피하기 쉬워진다.
113,탄도수정,기상: 나기일 때 자신의 산탄·산방이 1.5배가 된다.
114,허기평심,기상: 나기일 때 상태이상이 되지 않고 매턴 HP를 회복한다.
115,짧은 휴식,기상: 나기일 때 집방이 1.5배가 되고 매턴 HP를 회복한다.
116,NULL,없음.
117,전천후형,서로 모든 기상의 영향을 받지 않는다.
118,일기예보,없음.
119,무위자연,없음.
120,어둠의 옷,빛에 약한 대미지를 받는다. 어둠을 흡수하여 HP를 회복한다.
121,검약가,사용한 장식품을 되찾을 수도 있다. 기상: 나기일 때 반드시 되찾는다.
122,NULL,없음.
123,불타오르는 붉음,남은 HP가 1/3 이하일 때 불 속성의 위력이 오른다
124,용솟는 푸름,남은 HP가 1/3 이하일 때 물 속성의 위력이 오른다.
125,싹트는 푸름,남은 HP가 1/3 이하일 때 자연 속성의 위력이 오른다.
126,황량한 누름,남은 HP가 1/3 이하일 때 땅 속성의 위력이 오른다.
127,견고한 강철,남은 HP가 1/3 이하일 때 강철 속성의 위력이 오른다.
128,휘몰아치는 연두,남은 HP가 1/3 이하일 때 바람 속성의 위력이 오른다.
129,고동치는 예안,남은 HP가 1/3 이하일 때 전기 속성의 위력이 오른다.
130,신식 무지개,남은 HP가 1/3 이하일 때 빛 속성의 위력이 오른다.
131,심연의 검음,남은 HP가 1/3 이하일 때 어둠 속성의 위력이 오른다.
132,불길한 흑막,남은 HP가 1/3 이하일 때 유령 속성의 위력이 오른다.
133,독을 품은 보랏빛,남은 HP가 1/3 이하일 때 독 속성의 위력이 오른다.
134,강건한 금빛,남은 HP가 1/3 이하일 때 격투 속성 위력이 오른다.
135,희미한 모란,남은 HP가 1/3 이하일 때 환상 속성 위력이 오른다.
136,울려퍼지는 줄무늬,남은 HP가 1/3 이하일 때 소리 속성 위력이 오른다.
137,일그러진 비밀,남은 HP가 1/3 이하일 때 왜곡 속성 위력이 오른다.
138,불의 은혜,불 속성의 스킬을 무효화하고 HP를 회복한다.
139,물의 은혜,물 속성의 스킬을 무효화하고 HP를 회복한다.
140,자연의 힘,자연 속성의 스킬을 무효화하고 산탄을 한 단계 올린다.
141,에어 쿠션,땅 속성의 스킬을 무효한다. 역풍에서도 도망칠 수 있다. 포이즌·마인 트랩의 효과를 받지 않는다.
142,야금술,강철 속성의 스킬을 무효화하고 집탄을 한 단계 올린다.
143,순풍만범,바람 속성의 스킬을 무효화하고 준민을 한 단계 올린다.
144,전자기 유도,전기 속성의 스킬을 무효화하고 산탄을 한 단계 올린다.
145,흡광,빛 속성의 스킬을 무효화하고 산탄을 한 단계 올린다.
146,네거티브 오라,어둠 속성의 스킬을 무효화하고 집탄을 한 단계 올린다.
147,원령신앙,유령 속성의 스킬을 무효화하고 HP를 회복한다.
148,용량엄수,독 속성의 스킬을 무효화하고 HP를 회복한다. 포이즌 트랩의 효과를 받지 않는다. 독의 미로에서도 도망칠 수 있다.
149,달인의 몸놀림,격투 속성의 스킬을 무효화하고 집탄을 한 단계 올린다.
150,흔들리지 않는 마음,환상 속성의 스킬을 무효화하고 상태이상을 회복한다.
151,흡음,소리 속성의 스킬을 무효화하고 집탄·산탄을 한 단계 올린다.
152,동조,왜곡 속성의 스킬을 무효화하고 상태이상을 회복한다.
153,양의 기질,전기·빛·환상 속성의 스킬을 맞았을 때 자신의 준민을 한 단계 올린다.
154,음의 기질,어둠·유령·독 속성의 스킬을 맞았을 때 자신의 준민을 한 단계 올린다.
155,상반작용,빛·어둠 속성의 스킬로 받는 대미지를 반감한다.
156,공진,소리 속성의 스킬을 맞았을 때 산탄을 한 단계 올린다.
157,자불,유령 속성의 스킬을 맞았을 때 집탄을 한 단계 올린다.
158,상식깨기,상성으로 무효화되는 스킬도 상대에게 맞춘다.
159,ＡＢＬ１５９,없음.
160,그림자 바느질,상대는 교대할 수 없게 된다.
161,배틀 매니아,격투 속성 상대는 교대할 수 없게 된다.
162,역풍,바람 속성 이외의 상대는 교대할 수 없게 된다.
163,ＡＢＬ１６３,없음.
164,무형의 형태,없음.
165,업화의 형태,자신이 사용하는 무 속성 스킬이 불 속성으로 취급되고 위력이 1.3배가 된다.
166,청류의 형태,자신이 사용하는 무 속성 스킬이 물 속성으로 취급되고 위력이 1.3배가 된다.
167,풍월의 형태,자신이 사용하는 무 속성 스킬이 자연 속성으로 취급되고 위력이 1.3배가 된다.
168,황량의 형태,자신이 사용하는 무 속성 스킬이 땅 속성으로 취급되고 위력이 1.3배가 된다.
169,경강의 형태,자신이 사용하는 무 속성 스킬이 강철 속성으로 취급되고 위력이 1.3배가 된다.
170,폭풍의 형태,자신이 사용하는 무 속성 스킬이 바람 속성으로 취급되고 위력이 1.3배가 된다.
171,천둥의 형태,자신이 사용하는 무 속성 스킬이 전기 속성으로 취급되고 위력이 1.3배가 된다.
172,광명의 형태,자신이 사용하는 무 속성 스킬이 빛 속성으로 취급되고 위력이 1.3배가 된다.
173,암야의 형태,자신이 사용하는 무 속성 스킬이 어둠 속성으로 취급되고 위력이 1.3배가 된다.
174,사령의 형태,자신이 사용하는 무 속성 스킬이 유령 속성으로 취급되고 위력이 1.3배가 된다.
175,독기의 형태,자신이 사용하는 무 속성 스킬이 독 속성으로 취급되고 위력이 1.3배가 된다.
176,투장의 형태,자신이 사용하는 무 속성 스킬이 격투 속성으로 취급되고 위력이 1.3배가 된다.
177,허영의 형태,자신이 사용하는 무 속성 스킬이 환상 속성으로 취급되고 위력이 1.3배가 된다.
178,주악의 형태,자신이 사용하는 무 속성 스킬이 소리 속성으로 취급되고 위력이 1.3배가 된다.
179,왜극의 형태,자신이 사용하는 무 속성 스킬이 왜곡 속성으로 취급되고 위력이 1.3배가 된다.
180,항체소유,독·맹독 상태가 되지 않는다.
181,심두멸각,화상·대화상 상태가 되지 않는다.
182,활발,정지 상태가 되지 않는다.
183,부동의 자세,풀죽지 않는다.
184,유연한 몸,마비·감전 상태가 되지 않는다.
185,낙천가,혼란 상태가 되지 않는다.
186,냉정침착,보조 스킬이 봉쇄되지 않는다.
187,자유분방,행동이 제한되지 않는다.
188,ＡＢＬ１８８,없음.
189,공명,상태이상이 되었을 때 상대도 같은 상태이상으로 만든다.
190,질풍,상태이상일 때 준민이 1.5배가 된다. 마비 상태에도 준민이 내려가지 않는다.
191,사수,상태이상일 때 집방이 1.5배가 된다.
192,필사적 몸부림,독·맹독 상태일 때 집방이 1.5배가 된다.
193,변독위약,독·맹독 상태일 때 매턴 HP를 회복한다. 독의 미로에서도 도망칠 수 있다.
194,혈기왕성,정지 상태의 복귀 턴이 반감된다.
195,ＡＢＬ１９５,없음.
196,사기왕성,없음.
197,메인터넌스,매턴 종료시 30%의 확률로 상태이상을 회복한다.
198,심안,상태이상일 때 집탄이 1.5배가 된다.암흑 상태에도 집탄이 내려가지 않는다.
199,위협사격,나왔을 때 상대의 산탄을 한 단계 내린다.
200,연막전개,나왔을 때 상대의 집탄을 한 단계 내린다.
201,투영,나왔을 때 상대와 같은 어빌리티가 된다.
202,강기,나왔을 때 상대의 능력을 보고 집탄·산탄 중 하나를 한 단계 올린다.
203,육감,나왔을 때 상대가 속성결계를 관통하는 스킬을 가지고 있다는 것을 알 수 있다.
204,독심,없음.
205,일찌감치,전투에 나왔을 때 상대의 어빌리티와 장식품을 알 수 있다.
206,경기자,없음.
207,ＡＢＬ２０７,없음.
208,절반의 의지,위력 90 이상의 스킬에 탄막을 반격한다.
209,인과응보,위력 90 이상의 스킬에 탄막을 반격한다.
210,복수의 화신,위력 70 이상의 스킬로 자신이 전투불능이 되었을 때 탄막을 반격한다.
211,독가시,공격 스킬을 받았을 때 30%의 확률로 상대를 독 상태로 만든다.
212,ＡＢＬ２１２,없음.
213,화염의 옷,공격 스킬을 받았을 때 30%의 확률로 상대를 화상 상태로 만든다.
214,대전,공격 스킬을 받았을 때 30%의 확률로 상대를 감전 상태로 만든다.
215,혼란유발,공격 스킬을 받았을 때 30%의 확률로 상대를 혼란 상태로 만든다.
216,설교,공격 스킬을 받았을 때 30%의 확률로 상대를 쇠약 상태로 만든다.
217,어둠의 힘,집중 스킬을 받았을 때 10%의 확률로 상대를 암흑 상태로 만든다.
218,강자의 미소,확산 스킬을 받았을 때 10%의 확률로 상대를 공포 상태로 만든다.
219,ＡＢＬ２１９,없음.
220,방해전법,위력 80 이상의 스킬을 받았을 때 상대의 준민을 한 단계 내린다.
221,기세붕괴,스킬을 속성결계로 막았을 때 상대의 집탄을 한 단계 내린다.
222,교란,공격 스킬을 속성결계로 막거나 무효화할 때 상대의 집탄·산탄 중 대응되는 능력을 한 단계 내린다.
223,이간,없음.
224,농락,없음.
225,ＡＢＬ２２５,없음.
226,전염병,위력 95이하의 스킬을 통해 전염병을 퍼트린다.
227,ＡＢＬ２２７,없음.
228,아머퍼지,집중 스킬을 받았을 때 집방을 한 단계 내리고 준민을 한 단계 올린다.
229,ＡＢＬ２２９,없음.
230,ＡＢＬ２３０,없음.
231,통찰력,통렬한 일격이 나오기 쉬워진다.
232,저격,통렬한 일격의 위력이 오른다.
233,ＡＢＬ２３３,없음.
234,짜증소유,통렬한 일격을 받았을 때 집탄을 최대치까지 올린다.
235,ＡＢＬ２３５,없음.
236,반동상쇄,반동 스킬의 반동 대미지를 받지 않게 된다.
237,불석신명,반동 스킬의 위력이 1.2배가 된다.
238,ＡＢＬ２３８,없음.
239,ＡＢＬ２３９,없음.
240,ＡＢＬ２４０,없음.
241,ＡＢＬ２４１,없음.
242,ＡＢＬ２４２,없음.
243,ＡＢＬ２４３,없음.
244,ＡＢＬ２４４,없음.
245,활용미흡,가지고 있는 장식품의 효과를 받지 않는다.
246,홀가분,가지고 있는 장식품이 없어졌을 때 준민이 2배가 된다.
247,임기응변,없음.
248,능숙한 손,없음.
249,절도벽,장식품이 없을 때 공격 스킬을 맞추면 상대의 장식품을 빼앗는다.
250,수집벽,장식품이 없을 때 공격 스킬을 맞추면 상대의 장식품을 빼앗는다. 가지고 있는 장식품을 빼앗기지 않는다.
251,ＡＢＬ２５１,없음.
252,위압,서로 일부 장식품을 사용할 수 없게 된다.
253,노파심,HP가 절반이 되었을 때 부적을 사용한다.
254,ＡＢＬ２５４,없음.
255,강습,공격 스킬을 사용했을 때 10%의 확률로 상대를 풀죽게 한다.
256,포이즌 바디,공격 스킬을 사용했을 때 30%의 확률로 상대를 독 상태로 만든다.
257,행운,스킬의 추가 효과의 발동률이 2배가 된다.
258,돌관,추가 효과가 있는 스킬의 위력이 1.3배가 되지만 추가 효과가 발동하지 않게 된다.
259,ＡＢＬ２５９,없음.
260,일심불란,없음.
261,가호,상대의 스킬·어빌리티로는 능력이 내려가지 않는다.
262,지기싫음,능력이 떨어지면 집탄을 두 단계 올린다.
263,포지티브,능력이 떨어지면 산탄을 두 단계 올린다.
264,하극상,능력 변화가 역전된다.
265,혜안,준민 이외의 상대의 능력 변화를 무시한다.
266,ＡＢＬ２６６,없음.
267,주정뱅이,연속해서 행동할 수 없다. 상대의 어빌리티를 무시하고 공격할 수 있다.
268,여유,5턴 동안 산탄과 준민이 절반이 된다. 5턴후 진심을 낸다.
269,천부적인 위정자,HP가 절반 이하일 때 집탄·산탄이 절반이 된다.
270,ＡＢＬ２７０,없음.
271,슬로우 템포,반드시 후공이 되는 대신 받는 대미지가 0.9배가 된다.
272,호기심,보조 스킬의 우선도가 +1 된다.
273,잔학,산탄이 1.5배가 되지만 스킬의 명중이 0.8배가 된다.
274,멧돼지무사,집탄이 1.5배가 되지만 스킬의 명중이 0.8배가 된다.
275,분신,확산 스킬의 대미지가 2배가 된다.
276,ＡＢＬ２７６,없음.
277,ＡＢＬ２７７,없음.
278,망원,스킬의 명중이 1.3배가된다.
279,결투,서로의 기술이 무조건 명중한다.
280,정밀사격,상대에 의해 명중이 내려가지 않고 회피를 무시하고 공격할 수 있다. 반드시 맞는 스킬의 위력이 1.5배가 된다.
281,ＡＢＬ２８１,없음.
282,변화무쌍,자신이 스킬을 사용하기 전에 그 스킬의 속성이 된다.
283,상태,없음.
284,요괴변화,다른 인형의 모습으로 변신하여 등장한다. 대미지를 받으면 원래대로 돌아온다.
285,ＡＢＬ２８５,없음.
286,후의 선,후공에서 공격했을 때 스킬의 위력이 1.3배가 된다.
287,침투전술,상대의 벽·배리어옵션을 무시하고 공격할 수 있다.
288,일제사격,2~5회 공격하는 스킬이 반드시 5회 맞춘다.
289,전문분야,속성일치 스킬의 위력이 오른다.
290,사기향상,상대를 쓰러트릴 때 집탄을 한 단계 올린다.
291,병법자,위력 60이하의 스킬의 위력이 1.5배가 된다.
292,공격능숙,스킬이 결계에 막혔을 때 위력이 2배가 된다.
293,종횡무진,상대의 어빌리티를 무시하고 공격할 수 있다.
294,업 템포,매턴 준민을 한 단계 올린다.
295,불굴,일격에 전투불능이 되지 않는다. 통렬한 일격을 받지 않는다.
296,완강,일격에 전투불능이 되지 않는다. 서로 일부의 스킬을 사용할 수 없다.
297,인왕서기,스킬의 대미지 이외의 대미지를 받지 않는다.
298,현혹,속성결계를 관통한 스킬을 받았을 때 받는 대미지를 경감한다.
299,응급조치,수중에 돌아왔을때 상태이상 을 회복한다.
300,치유력,수중으로 돌아 왔을 때 최대 HP의 1/3을 회복한다.
301,불퇴전,강제교환 되지않고 풀죽지 않는다.
302,피스풀,야생인형과의 전투에서 반드시 도망칠 수 있다. 구속기·어빌리티에서 도망칠 수 있다.
303,약독변환,흡수 스킬을 받았을 때 상대는 회복하지 않고 그만큼의 대미지를 받는다. 독의 미로에서도 도망칠 수 있다.
304,저주반환,보조 스킬을 받았을 때 그 효과를 상대에게 돌려준다.
305,포커페이스,스킬의 추가 효과를 받지 않는다.
306,야타의 거울,HP가 가득 차 있을 때 받는 대미지를 반감한다.
307,기분파,매턴 종료시 하나의 능력이 두 단계 오르고 다른 하나의 능력이 한 단계 내려간다.
308,봉쇄,공격을 받았을 때 30%의 확률로 받은 스킬을 봉쇄한다.
309,불합리,상대의 SP 소모를 2배로 한다.
310,변통능숙,스킬과 장식품의 효과에 의한 능력 변화가 2배가 된다.
311,백택화,HP가 절반 이하가 되면 모습과 능력이 변한다.
312,ＡＢＬ３１２,없음.
313,허약체질,속성결계를 관통하지 않는 스킬은 맞지 않는다.
314,천의무봉,상태변화·상태이상·능력 저하 스킬에 대해 회피율이 올라간다.
315,특수방벽,상대의 집중 스킬의 대미지가 절반이 된다.
316,오토힐링,매턴 HP를 회복한다. 상태이상일 때는 회복하지 않는다.
317,요술망치,자신의 집중 스킬의 대미지가 2배가 되고 상대에게 받는 집중 스킬의 대미지가 절반이 된다.
318,별을 보는 사람,모든 기상변동 스킬이 영원히 지속된다.
319,시간을 보는 사람,모든 지상변동 스킬의 지속턴이 8턴이 된다.
320,경계에 이르는 병,어떠한 기상 상태일 때 집탄·집방·산탄·산방이 2배가 된다.
321,결계의 수호,어떠한 지상 상태일 때 집방·산방이 2배가 되고 상태이상에 걸리지 않으며 매턴 상태이상이 회복되고 상대에게 대미지를 입힌다.
322,ＡＢＬ３２２,없음.
323,북방의 지맥,지상: 현무일 때 준민이 절반이 된다.
324,남방의 지맥,지상: 주작일 때 주작의 효과를 받지 않고 매턴 종료시 HP를 조금씩 회복한다.
325,서방의 지맥,지상: 백호일 때 명중 100의 스킬의 위력이 1.2배 반드시 명중하는 스킬의 위력이 1.5배가 된다.
326,동방의 지맥,지상: 청룡일 때 무효화되는 스킬이 명중하게 되고 속성일치 스킬의 위력이 높다. 
327,중앙의 지맥,지상: 황룡일 때 장식품의 효과가 무효가 되지 않고 상대의 능력 변화를 무시한다.
328,현제의 물,지상: 현무일 때 물 속성 스킬의 위력이 1.5배가 되고 땅 속성 스킬에 받는 대미지가 반감된다.
329,적제의 불,지상: 주작일 때 불 속성 스킬의 위력이 1.5배가 되고 물 속성 스킬에 받는 대미지가 반감된다.
330,백제의 쇠,지상: 백호일 때 강철 속성 스킬의 위력이 1.5배가 되고 불 속성 스킬에 받는 대미지가 반감된다.
331,청제의 나무,지상: 청룡일 때 자연 속성 스킬의 위력이 1.5배가 되고 강철속성 스킬에 받는 대미지가 반감된다.
332,황제의 흙,지상: 황룡일 때 땅 속성 스킬의 위력이 1.5배가 되고 자연 속성 스킬에 받는 대미지가 반감된다.
333,선수필승,등장한 첫 턴에 준민이 1.5배가 된다.
334,퍼스트 어택,등장한 첫 턴에 선제인 경우 스킬의 위력이 1.2배가 된다.
335,직시,상대의 어빌리티에 의한 스킬의 대미지 변화가 없어진다.
336,수습전략,스킬이 빗나갔을 때 명중을 한 단계 올린다.
337,극한,빈사 상태일 때 준민이 3배가 되고 스킬의 위력이 1.3배가 된다.
338,무효화,상대의 어빌리티를 없앤다.
339,프라이드,상태이상일 때 산탄이 1.5배가 된다. 공포 상태에도 산탄이 내려가지 않는다.
340,직감,우선도가 높은 스킬을 무효화한다.
341,플랫스피드,서로 우선도가 높은 스킬의 우선도가 0이 된다.
342,서툰 의식,서로 속성일치가 아닌 스킬의 위력이 낮아진다.
343,빠른선언,모으기가 필요한 스킬의 위력이 내려가는 대신 1턴에 사용한다.
344,풀파워,스킬의 위력이 1.2배가 되지만 매턴 조금씩 대미지를 입는다.
345,파상공격,스킬의 위력이 0.6배가 되는 대신 추가로 한번 더 공격한다.
346,상성반전,전투 중에 서로 속성결계를 반전한다.
347,노멀 보너스,무 속성 스킬의 위력이 1.4배가 된다.
348,파이어 보너스,불 속성 스킬의 위력이 1.4배가 된다.
349,아쿠아 보너스,물 속성 스킬의 위력이 1.4배가 된다.
350,리프 보너스,자연 속성 스킬의 위력이 1.4배가 된다.
351,그라운드 보너스,땅 속성 스킬의 위력이 1.4배가 된다.
352,메탈 보너스,강철 속성 스킬의 위력이 1.4배가 된다.
353,윈드 보너스,바람 속성 스킬의 위력이 1.4배가 된다.
354,스파크 보너스,전기 속성 스킬의 위력이 1.4배가 된다.
355,라이트 보너스,빛 속성 스킬의 위력이 1.4배가 된다.
356,다크 보너스,어둠 속성 스킬의 위력이 1.4배가 된다.
357,소울 보너스,유령 속성 스킬의 위력이 1.4배가 된다.
358,포이즌 보너스,독 속성 스킬의 위력이 1.4배가 된다.
359,오오라 보너스,격투 속성 스킬의 위력이 1.4배가 된다.
360,비전 보너스,환상 속성 스킬의 위력이 1.4배가 된다.
361,사운드 보너스,소리 속성 스킬의 위력이 1.4배가 된다.
362,워프 보너스,왜곡 속성 스킬의 위력이 1.4배가 된다.
363,활성화,상대의 스킬을 무효화할 때 집탄을 한 단계 올린다.
364,받아넘기기,상대의 스킬을 무효화할 때 집방과 산방을 한 단계 올린다.
365,텐션업,상대의 스킬을 무효화할 때 산탄을 한 단계 올린다.
366,스루,상대의 스킬을 무효화할 때 산방을 한 단계 올린다.
367,경박한 사람,상대의 스킬을 무효화할 때 준민을 한 단계 올린다.
368,요격자세,종별 BU의 스킬을 받았을 때 탄막을 반격한다.
369,리플렉트 가드,종별 EN의 스킬을 받았을 때 탄막을 반격한다.
370,괴천홍,기상: 여우비일 때 집탄이 1.3배가 된다.
371,천조우,기상: 여우비일 때 준민이 2배가 된다.
372,하늘의 축언,기상: 여우비일 때 혼란 상태가 되지 않고 턴 종료시 상태이상을 회복한다.
373,없음,없음.
374,결괴전,자신의 스킬이 속성결계를 관통할 때 위력이 오른다.
375,부활(Trial),없음.
376,철저구속,상대는 스킬의 효과로 교대할 수 없고 2턴 동안 교대할 수 없게 된다.
377,비블리오필리아,요괴 두루마리를 가지고 있을 경우 능력이 오르고 어빌리티가 바뀐다.
378,경계심,위력 50이하의 공격 스킬을 무효화한다.
379,체인지시프트,공격 스킬을 사용할 때 집탄과 집방·산탄과 산방이 바뀐다. 방어 결계를 사용 시 원래대로 돌아간다.
380,역전작용,전투 중에 상대의 능력 변화를 역전한다.
381,드림월드,상대가 정지 상태일 때 상대는 매턴 조금씩 대미지를 받는다.
382,삼상일체,사용하는 스킬의 종류에 따라서 모습이 바뀐다.
383,독의 미로,독 속성 이외의 상대는 교대할 수 없다.
384,초회복,흡수 스킬에 의한 회복량이 1.3배가 된다.
385,짓궂음,자신의 능력이 내려갈 때 상대도 똑같은 능력이 내려간다. 상대의 능력이 오를 때 자신도 똑같은 능력이 오른다.
386,기질발현「여우비」,전투에 나가면 기상이 여우비가 된다.
387,상심무용,2~3턴 공격하는 스킬의 위력이 0.9배가 되는 대신 추가 효과가 없어진다.
388,ＡＢＬ３８８,없음.
389,전력전파,남은 HP가 1/3이하일 때 속성일치 스킬의 위력이 1.5배가 된다.
390,힘승부,상대의 어빌리티를 무시하고 공격할 수 있지만 자신이 가지고 있는 소지품의 효과를 받지 않는다.
391,ＡＢＬ３９１,없음.
392,ＡＢＬ３９２,없음.
393,ＡＢＬ３９３,없음.
394,ＡＢＬ３９４,없음.
395,ＡＢＬ３９５,없음.
396,ＡＢＬ３９６,없음.
397,ＡＢＬ３９７,없음.
398,ＡＢＬ３９８,없음.
399,ＡＢＬ３９９,없음.
400,진심,매턴 산탄과 준민을 한단계 올린다.
401,ＡＢＬ４０１,없음.
402,ＡＢＬ４０２,없음.
403,ＡＢＬ４０３,없음.
404,ＡＢＬ４０４,없음.
405,ＡＢＬ４０５,없음.
406,ＡＢＬ４０６,없음.
407,ＡＢＬ４０７,없음.
408,ＡＢＬ４０８,없음.
409,ＡＢＬ４０９,없음.
410,ＡＢＬ４１０,없음.
411,ＡＢＬ４１１,없음.
412,ＡＢＬ４１２,없음.
413,ＡＢＬ４１３,없음.
414,ＡＢＬ４１４,없음.
415,ＡＢＬ４１５,없음.
416,ＡＢＬ４１６,없음.
417,ＡＢＬ４１７,없음.
418,ＡＢＬ４１８,없음.
419,ＡＢＬ４１９,없음.
420,ＡＢＬ４２０,없음.
421,ＡＢＬ４２１,없음.
422,ＡＢＬ４２２,없음.
423,ＡＢＬ４２３,없음.
424,ＡＢＬ４２４,없음.
425,ＡＢＬ４２５,없음.
426,ＡＢＬ４２６,없음.
427,ＡＢＬ４２７,없음.
428,ＡＢＬ４２８,없음.
429,ＡＢＬ４２９,없음.
430,ＡＢＬ４３０,없음.
431,ＡＢＬ４３１,없음.
432,ＡＢＬ４３２,없음.
433,ＡＢＬ４３３,없음.
434,ＡＢＬ４３４,없음.
435,ＡＢＬ４３５,없음.
436,ＡＢＬ４３６,없음.
437,ＡＢＬ４３７,없음.
438,ＡＢＬ４３８,없음.
439,ＡＢＬ４３９,없음.
440,ＡＢＬ４４０,없음.
441,ＡＢＬ４４１,없음.
442,ＡＢＬ４４２,없음.
443,ＡＢＬ４４３,없음.
444,ＡＢＬ４４４,없음.
445,ＡＢＬ４４５,없음.
446,ＡＢＬ４４６,없음.
447,ＡＢＬ４４７,없음.
448,ＡＢＬ４４８,없음.
449,ＡＢＬ４４９,없음.
450,ＡＢＬ４５０,없음.
451,ＡＢＬ４５１,없음.
452,ＡＢＬ４５２,없음.
453,ＡＢＬ４５３,없음.
454,ＡＢＬ４５４,없음.
455,ＡＢＬ４５５,없음.
456,ＡＢＬ４５６,없음.
457,ＡＢＬ４５７,없음.
458,ＡＢＬ４５８,없음.
459,ＡＢＬ４５９,없음.
460,ＡＢＬ４６０,없음.
461,ＡＢＬ４６１,없음.
462,ＡＢＬ４６２,없음.
